 2 0.00 96 2.32087507 0.00486097
 2 5.00 96 1.80113404 0.00298510
 4 0.00 96 3.42789893 0.01261162
 4 5.00 96 1.90461052 0.00585562
 8 0.00 96 8.98312297 0.10987797
 8 5.00 96 2.14821980 0.01136543
16 0.00 96 39.14457761 2.07706167
16 5.00 96 2.64460010 0.03947157
